Category,Correction,Original Text,Position
PC Names,Santis→Sanis,Santis,112207
PC Names,Santis→Sanis,Santis,112486
PC Names,Santis→Sanis,Santis,112626
PC Names,Santis→Sanis,Santis,114241
PC Names,Santis→Sanis,Santis,114498
PC Names,Santis→Sanis,Santis,118808
PC Names,Santis→Sanis,Santis,118959
PC Names,Santis→Sanis,Santis,119061
PC Names,Santis→Sanis,Santis,119183
PC Names,Santis→Sanis,Santis,119390
PC Names,Santis→Sanis,Santis,125556
PC Names,Santis→Sanis,Santis,125623
PC Names,Santis→Sanis,Santis,126214
PC Names,Santis→Sanis,Santis,127268
PC Names,Santis→Sanis,Santis,128302
PC Names,Santis→Sanis,Santis,129719
PC Names,Santis→Sanis,Santis,132273
PC Names,Santis→Sanis,Santis,132494
PC Names,Santis→Sanis,Santis,132867
PC Names,Santis→Sanis,Santis,133078
PC Names,Santis→Sanis,Santis,133367
PC Names,Santis→Sanis,Santis,133556
PC Names,Santis→Sanis,Santis,134292
PC Names,Santis→Sanis,Santis,135058
PC Names,Santis→Sanis,Santis,135644
PC Names,Santus→Sanis,Santus,7685
PC Names,Santus→Sanis,Santus,123753
PC Names,Varus→Varis,Varus,6222
PC Names,Varus→Varis,Varus,6920
PC Names,Varus→Varis,Varus,7562
PC Names,Varus→Varis,Varus,8059
PC Names,Varus→Varis,Varus,8699
PC Names,Varus→Varis,Varus,9174
PC Names,Varus→Varis,Varus,9241
PC Names,Varus→Varis,Varus,11010
PC Names,Varus→Varis,Varus,11234
PC Names,Varus→Varis,Varus,11462
PC Names,Varus→Varis,Varus,11560
PC Names,Varus→Varis,Varus,11724
PC Names,Varus→Varis,Varus,11815
PC Names,Varus→Varis,Varus,11973
PC Names,Varus→Varis,Varus,12208
PC Names,Varus→Varis,Varus,13795
PC Names,Varus→Varis,Varus,14107
PC Names,Varus→Varis,Varus,14405
PC Names,Varus→Varis,Varus,14532
PC Names,Varus→Varis,Varus,14665
PC Names,Varus→Varis,Varus,14729
PC Names,Varus→Varis,Varus,14919
PC Names,Varus→Varis,Varus,14937
PC Names,Varus→Varis,Varus,15042
PC Names,Varus→Varis,Varus,15089
PC Names,Varus→Varis,Varus,15539
PC Names,Varus→Varis,Varus,16190
PC Names,Varus→Varis,Varus,16314
PC Names,Varus→Varis,Varus,17291
PC Names,Varus→Varis,Varus,18001
PC Names,Varus→Varis,Varus,18827
PC Names,Varus→Varis,Varus,18874
PC Names,Varus→Varis,Varus,19152
PC Names,Varus→Varis,Varus,19829
PC Names,Varus→Varis,Varus,22640
PC Names,Varus→Varis,Varus,22724
PC Names,Varus→Varis,Varus,22774
PC Names,Varus→Varis,Varus,23727
PC Names,Varus→Varis,Varus,24731
PC Names,Varus→Varis,Varus,29051
PC Names,Varus→Varis,Varus,29328
PC Names,Varus→Varis,Varus,29552
PC Names,Varus→Varis,Varus,29622
PC Names,Varus→Varis,Varus,29800
PC Names,Varus→Varis,Varus,30447
PC Names,Varus→Varis,Varus,30766
PC Names,Varus→Varis,Varus,30798
PC Names,Varus→Varis,Varus,31758
PC Names,Varus→Varis,Varus,31869
PC Names,Varus→Varis,Varus,32491
PC Names,Varus→Varis,Varus,32641
PC Names,Varus→Varis,Varus,32892
PC Names,Varus→Varis,Varus,33300
PC Names,Varus→Varis,Varus,34120
PC Names,Varus→Varis,Varus,34565
PC Names,Varus→Varis,Varus,34671
PC Names,Varus→Varis,Varus,35955
PC Names,Varus→Varis,Varus,36198
PC Names,Varus→Varis,Varus,36944
PC Names,Varus→Varis,Varus,37248
PC Names,Varus→Varis,Varus,37435
PC Names,Varus→Varis,Varus,37543
PC Names,Varus→Varis,Varus,37588
PC Names,Varus→Varis,Varus,37662
PC Names,Varus→Varis,Varus,37733
PC Names,Varus→Varis,Varus,37863
PC Names,Varus→Varis,Varus,38108
PC Names,Varus→Varis,Varus,38678
PC Names,Varus→Varis,Varus,38951
PC Names,Varus→Varis,Varus,39277
PC Names,Varus→Varis,Varus,39349
PC Names,Varus→Varis,Varus,39544
PC Names,Varus→Varis,Varus,39722
PC Names,Varus→Varis,Varus,40173
PC Names,Varus→Varis,Varus,40196
PC Names,Varus→Varis,Varus,40279
PC Names,Varus→Varis,Varus,40385
PC Names,Varus→Varis,Varus,40503
PC Names,Varus→Varis,Varus,40559
PC Names,Varus→Varis,Varus,40710
PC Names,Varus→Varis,Varus,40827
PC Names,Varus→Varis,Varus,40929
PC Names,Varus→Varis,Varus,41180
PC Names,Varus→Varis,Varus,41355
PC Names,Varus→Varis,Varus,41362
PC Names,Varus→Varis,Varus,41697
PC Names,Varus→Varis,Varus,42164
PC Names,Varus→Varis,Varus,42331
PC Names,Varus→Varis,Varus,42420
PC Names,Varus→Varis,Varus,42911
PC Names,Varus→Varis,Varus,43251
PC Names,Varus→Varis,Varus,43597
PC Names,Varus→Varis,Varus,43978
PC Names,Varus→Varis,Varus,44048
PC Names,Varus→Varis,Varus,44082
PC Names,Varus→Varis,Varus,44196
PC Names,Varus→Varis,Varus,44971
PC Names,Varus→Varis,Varus,45651
PC Names,Varus→Varis,Varus,45891
PC Names,Varus→Varis,Varus,46367
PC Names,Varus→Varis,Varus,46854
PC Names,Varus→Varis,Varus,47005
PC Names,Varus→Varis,Varus,47622
PC Names,Varus→Varis,Varus,47755
PC Names,Varus→Varis,Varus,47844
PC Names,Varus→Varis,Varus,48020
PC Names,Varus→Varis,Varus,48203
PC Names,Varus→Varis,Varus,48728
PC Names,Varus→Varis,Varus,48959
PC Names,Varus→Varis,Varus,49410
PC Names,Varus→Varis,Varus,50060
PC Names,Varus→Varis,Varus,50285
PC Names,Varus→Varis,Varus,50713
PC Names,Varus→Varis,Varus,50860
PC Names,Varus→Varis,Varus,51178
PC Names,Varus→Varis,Varus,51587
PC Names,Varus→Varis,Varus,51810
PC Names,Varus→Varis,Varus,51835
PC Names,Varus→Varis,Varus,52170
PC Names,Varus→Varis,Varus,52452
PC Names,Varus→Varis,Varus,52802
PC Names,Varus→Varis,Varus,52997
PC Names,Varus→Varis,Varus,53355
PC Names,Varus→Varis,Varus,53406
PC Names,Varus→Varis,Varus,54428
PC Names,Varus→Varis,Varus,54557
PC Names,Varus→Varis,Varus,54612
PC Names,Varus→Varis,Varus,54679
PC Names,Varus→Varis,Varus,56943
PC Names,Varus→Varis,Varus,58940
PC Names,Varus→Varis,Varus,60095
PC Names,Varus→Varis,Varus,60297
PC Names,Varus→Varis,Varus,60346
PC Names,Varus→Varis,Varus,60858
PC Names,Varus→Varis,Varus,61010
PC Names,Varus→Varis,Varus,61215
PC Names,Varus→Varis,Varus,61360
PC Names,Varus→Varis,Varus,61456
PC Names,Varus→Varis,Varus,61709
PC Names,Varus→Varis,Varus,61939
PC Names,Varus→Varis,Varus,62271
PC Names,Varus→Varis,Varus,62798
PC Names,Varus→Varis,Varus,65361
PC Names,Varus→Varis,Varus,66167
PC Names,Varus→Varis,Varus,67191
PC Names,Varus→Varis,Varus,69974
PC Names,Varus→Varis,Varus,70765
PC Names,Varus→Varis,Varus,70837
PC Names,Varus→Varis,Varus,71017
PC Names,Varus→Varis,Varus,71214
PC Names,Varus→Varis,Varus,73734
PC Names,Varus→Varis,Varus,74182
PC Names,Varus→Varis,Varus,74351
PC Names,Varus→Varis,Varus,74593
PC Names,Varus→Varis,Varus,74802
PC Names,Varus→Varis,Varus,74913
PC Names,Varus→Varis,Varus,75139
PC Names,Varus→Varis,Varus,78968
PC Names,Varus→Varis,Varus,79332
PC Names,Varus→Varis,Varus,79657
PC Names,Varus→Varis,Varus,79947
PC Names,Varus→Varis,Varus,81518
PC Names,Varus→Varis,Varus,83168
PC Names,Varus→Varis,Varus,83207
PC Names,Varus→Varis,Varus,84110
PC Names,Varus→Varis,Varus,84373
PC Names,Varus→Varis,Varus,86347
PC Names,Varus→Varis,Varus,86941
PC Names,Varus→Varis,Varus,89989
PC Names,Varus→Varis,Varus,91371
PC Names,Varus→Varis,Varus,91787
PC Names,Varus→Varis,Varus,92333
PC Names,Varus→Varis,Varus,92790
PC Names,Varus→Varis,Varus,96575
PC Names,Varus→Varis,Varus,98104
PC Names,Varus→Varis,Varus,98400
PC Names,Varus→Varis,Varus,98619
PC Names,Varus→Varis,Varus,101115
PC Names,Varus→Varis,Varus,102812
PC Names,Varus→Varis,Varus,102861
PC Names,Varus→Varis,Varus,108630
PC Names,Varus→Varis,Varus,108824
PC Names,Varus→Varis,Varus,109255
PC Names,Varus→Varis,Varus,110570
PC Names,Varus→Varis,Varus,111275
PC Names,Varus→Varis,Varus,111789
PC Names,Varus→Varis,Varus,112521
PC Names,Varus→Varis,Varus,114925
PC Names,Varus→Varis,Varus,116864
PC Names,Varus→Varis,Varus,117039
PC Names,Varus→Varis,Varus,117246
PC Names,Varus→Varis,Varus,117666
PC Names,Varus→Varis,Varus,117739
PC Names,Varus→Varis,Varus,117774
PC Names,Varus→Varis,Varus,117826
PC Names,Varus→Varis,Varus,117953
PC Names,Varus→Varis,Varus,118206
PC Names,Varus→Varis,Varus,118315
PC Names,Varus→Varis,Varus,118529
PC Names,Varus→Varis,Varus,118903
PC Names,Varus→Varis,Varus,119246
PC Names,Varus→Varis,varus,119263
PC Names,Varus→Varis,Varus,119427
PC Names,Varus→Varis,Varus,119613
PC Names,Varus→Varis,Varus,121817
PC Names,Varus→Varis,Varus,121907
PC Names,Varus→Varis,Varus,122062
PC Names,Varus→Varis,Varus,122490
PC Names,Varus→Varis,Varus,123096
PC Names,Varus→Varis,Varus,123184
PC Names,Varus→Varis,Varus,123282
PC Names,Varus→Varis,Varus,124906
PC Names,Varus→Varis,Varus,125657
PC Names,Varus→Varis,Varus,125713
PC Names,Varus→Varis,Varus,126023
PC Names,Varus→Varis,Varus,126056
PC Names,Varus→Varis,Varus,126179
PC Names,Varus→Varis,Varus,126578
PC Names,Varus→Varis,Varus,128134
PC Names,Varus→Varis,Varus,128972
PC Names,Varus→Varis,Varus,129070
PC Names,Varus→Varis,Varus,129206
PC Names,Varus→Varis,Varus,129583
PC Names,Varus→Varis,Varus,129761
PC Names,Varus→Varis,Varus,129854
PC Names,Varus→Varis,Varus,129979
PC Names,Varus→Varis,Varus,130228
PC Names,Varus→Varis,Varus,130278
PC Names,Varus→Varis,Varus,131044
PC Names,Varus→Varis,Varus,131140
PC Names,Varus→Varis,Varus,131177
PC Names,Varus→Varis,Varus,131381
PC Names,Varus→Varis,Varus,131468
PC Names,Varus→Varis,Varus,131537
PC Names,Varus→Varis,Varus,131595
PC Names,Varus→Varis,Varus,131625
PC Names,Varus→Varis,Varus,131756
PC Names,Varus→Varis,Varus,132102
PC Names,Varus→Varis,Varus,132228
PC Names,Varus→Varis,Varus,132338
PC Names,Varus→Varis,Varus,133324
PC Names,Varus→Varis,Varus,133651
PC Names,Varus→Varis,Varus,134168
PC Names,Varus→Varis,Varus,134195
PC Names,Varus→Varis,Varus,134305
PC Names,Varus→Varis,Varus,134387
PC Names,Varus→Varis,Varus,134486
PC Names,Varus→Varis,Varus,135978
PC Names,Varus→Varis,Varus,137033
PC Names,Varus→Varis,Varus,137225
PC Names,Varus→Varis,Varus,137773
PC Names,Varus→Varis,Varus,138418
PC Names,Varus→Varis,Varus,138528
Characters,Kaeya→Kaya,Kaeya,20694
Characters,Kaeya→Kaya,Kaeya,24193
Characters,Kaeya→Kaya,Kaeya,30941
Characters,Kaeya→Kaya,Kaeya,43361
Guilds,Orzov→Orzhov,Orzov,5346
Guilds,Orzov→Orzhov,Orzov,5498
Guilds,Orzov→Orzhov,Orzov,6463
Guilds,Orzov→Orzhov,Orzov,6517
Guilds,Orzov→Orzhov,Orzov,11100
Guilds,Orzov→Orzhov,Orzov,12434
Guilds,Orzov→Orzhov,Orzov,13142
Guilds,Orzov→Orzhov,Orzov,13609
Guilds,Orzov→Orzhov,Orzov,18793
Guilds,Orzov→Orzhov,Orzov,20077
Guilds,Orzov→Orzhov,Orzov,20110
Guilds,Orzov→Orzhov,Orzov,20538
Guilds,Orzov→Orzhov,Orzov,21513
Guilds,Orzov→Orzhov,Orzov,36576
Guilds,Orzov→Orzhov,Orzov,41564
Guilds,Orzov→Orzhov,Orzov,42283
Guilds,Orzov→Orzhov,Orzov,42443
Guilds,Orzov→Orzhov,Orzov,46537
Guilds,Orzov→Orzhov,Orzov,46982
Guilds,Orzov→Orzhov,Orzov,48363
Guilds,Orzov→Orzhov,Orzov,54625
Planes,Exelon→Ixalan,Exelon,73512
Planes,Exelon→Ixalan,Exelon,73798
Planes,Exelon→Ixalan,Exelon,100565
Planes,Exelon→Ixalan,Exelon,104225
PC Names,Ren→Rin,"
Ren,",57908
PC Names,Ren→Rin," Ren,",82672
