Category,Correction,Original Text,Position
PC Names,Santis→Sanis,Santis,45915
PC Names,Santis→Sanis,Santis,46071
PC Names,Santis→Sanis,Santis,46128
PC Names,Santis→Sanis,Santis,46394
PC Names,Santis→Sanis,Santis,46729
PC Names,Santis→Sanis,Santis,46807
PC Names,Santis→Sanis,Santis,47860
PC Names,Santis→Sanis,Santis,48101
PC Names,Santis→Sanis,Santis,48429
PC Names,Santis→Sanis,Santis,48945
PC Names,Santis→Sanis,Santis,49546
PC Names,Santis→Sanis,Santis,50935
PC Names,Santis→Sanis,Santis,51453
PC Names,Santis→Sanis,Santis,51461
PC Names,Santis→Sanis,Santis,51557
PC Names,Santis→Sanis,Santis,51659
PC Names,Santis→Sanis,Santis,51788
PC Names,Santis→Sanis,Santis,51896
PC Names,Santis→Sanis,Santis,51972
PC Names,Santis→Sanis,Santis,52051
PC Names,Santis→Sanis,Santis,52128
PC Names,Santis→Sanis,Santis,52231
PC Names,Santis→Sanis,Santis,52950
PC Names,Santis→Sanis,Santis,55445
PC Names,Santis→Sanis,Santis,55542
PC Names,Santis→Sanis,Santis,55913
PC Names,Santis→Sanis,Santis,56604
PC Names,Santis→Sanis,Santis,56806
PC Names,Santis→Sanis,Santis,56897
PC Names,Santis→Sanis,Santis,59297
PC Names,Santis→Sanis,Santis,60125
PC Names,Santis→Sanis,Santis,60233
PC Names,Santis→Sanis,Santis,66254
PC Names,Santis→Sanis,Santis,66740
PC Names,Santis→Sanis,Santis,67282
PC Names,Santis→Sanis,Santis,68452
PC Names,Santis→Sanis,Santis,69174
PC Names,Santis→Sanis,Santis,69266
PC Names,Santis→Sanis,Santis,69521
PC Names,Santis→Sanis,Santis,69716
PC Names,Santis→Sanis,Santis,70231
PC Names,Santis→Sanis,Santis,70510
PC Names,Santis→Sanis,Santis,70811
PC Names,Santis→Sanis,Santis,70962
PC Names,Santis→Sanis,Santis,71052
PC Names,Santis→Sanis,Santis,71328
PC Names,Santis→Sanis,Santis,71546
PC Names,Santis→Sanis,Santis,71694
PC Names,Santis→Sanis,Santis,71822
PC Names,Santis→Sanis,Santis,71906
PC Names,Santis→Sanis,Santis,72824
PC Names,Santis→Sanis,Santis,72999
PC Names,Santis→Sanis,Santis,73296
PC Names,Santis→Sanis,Santis,77087
PC Names,Santis→Sanis,Santis,78620
PC Names,Santis→Sanis,Santis,79117
PC Names,Santis→Sanis,Santis,80860
PC Names,Santis→Sanis,Santis,83137
PC Names,Santis→Sanis,Santis,83235
PC Names,Santis→Sanis,Santis,83465
PC Names,Santis→Sanis,Santis,83593
PC Names,Santis→Sanis,Santis,83701
PC Names,Santis→Sanis,Santis,83794
PC Names,Santis→Sanis,Santis,83957
PC Names,Santis→Sanis,Santis,84822
PC Names,Santis→Sanis,Santis,85646
PC Names,Santis→Sanis,Santis,86088
PC Names,Santis→Sanis,Santis,86339
PC Names,Santis→Sanis,Santis,86463
PC Names,Santis→Sanis,Santis,86844
PC Names,Santis→Sanis,Santis,86904
PC Names,Santis→Sanis,Santis,86939
PC Names,Santis→Sanis,Santis,87710
PC Names,Santis→Sanis,Santis,87926
PC Names,Santis→Sanis,Santis,88879
PC Names,Santis→Sanis,Santis,88951
PC Names,Santis→Sanis,Santis,89169
PC Names,Santis→Sanis,Santis,90169
PC Names,Santis→Sanis,Santis,90397
PC Names,Santis→Sanis,Santis,90942
PC Names,Santis→Sanis,Santis,91313
PC Names,Santis→Sanis,Santis,92429
PC Names,Santis→Sanis,Santis,92519
PC Names,Santis→Sanis,Santis,92719
PC Names,Santis→Sanis,Santis,92816
PC Names,Santis→Sanis,Santis,92937
PC Names,Santis→Sanis,Santis,92989
PC Names,Santis→Sanis,Santis,93071
PC Names,Santis→Sanis,Santis,93255
PC Names,Santis→Sanis,Santis,93458
PC Names,Santis→Sanis,Santis,97377
PC Names,Santis→Sanis,Santis,97539
PC Names,Santis→Sanis,Santis,97632
PC Names,Santis→Sanis,Santis,97653
PC Names,Santis→Sanis,Santis,97812
PC Names,Santis→Sanis,Santis,98032
PC Names,Santis→Sanis,Santis,98211
PC Names,Santis→Sanis,Santis,98321
PC Names,Santis→Sanis,Santis,98688
PC Names,Santis→Sanis,Santis,98975
PC Names,Santis→Sanis,Santis,99000
PC Names,Santis→Sanis,Santis,99128
PC Names,Santis→Sanis,Santis,99162
PC Names,Santis→Sanis,Santis,99428
PC Names,Santis→Sanis,Santis,99740
PC Names,Santis→Sanis,Santis,100303
PC Names,Santis→Sanis,Santis,100389
PC Names,Santis→Sanis,Santis,100477
PC Names,Santis→Sanis,Santis,100808
PC Names,Santis→Sanis,Santis,100827
PC Names,Santis→Sanis,Santis,101043
PC Names,Santis→Sanis,Santis,101291
PC Names,Santis→Sanis,Santis,101816
PC Names,Santis→Sanis,Santis,101941
PC Names,Santis→Sanis,Santis,102042
PC Names,Santis→Sanis,Santis,102122
PC Names,Santis→Sanis,Santis,102370
PC Names,Santis→Sanis,Santis,102575
PC Names,Santis→Sanis,Santis,102921
PC Names,Santis→Sanis,Santis,103110
PC Names,Santis→Sanis,Santis,103164
PC Names,Santis→Sanis,Santis,103396
PC Names,Santis→Sanis,Santis,103776
PC Names,Santis→Sanis,Santis,103933
PC Names,Santis→Sanis,Santis,104055
PC Names,Santis→Sanis,Santis,104172
PC Names,Santis→Sanis,Santis,104266
PC Names,Santis→Sanis,Santis,106529
PC Names,Santis→Sanis,Santis,107380
PC Names,Santis→Sanis,Santis,111660
PC Names,Santis→Sanis,Santis,114555
PC Names,Santis→Sanis,Santis,114888
PC Names,Santis→Sanis,Santis,115988
PC Names,Santis→Sanis,Santis,119978
PC Names,Santis→Sanis,Santis,120952
PC Names,Santis→Sanis,Santis,124342
PC Names,Santis→Sanis,Santis,125683
PC Names,Santis→Sanis,Santis,125749
PC Names,Santis→Sanis,Santis,126699
PC Names,Santis→Sanis,Santis,126775
PC Names,Santis→Sanis,Santis,126919
PC Names,Santis→Sanis,Santis,127193
PC Names,Santis→Sanis,Santis,128519
PC Names,Santis→Sanis,Santis,128740
PC Names,Santis→Sanis,Santis,128780
PC Names,Santis→Sanis,Santis,129858
PC Names,Santis→Sanis,Santis,130134
PC Names,Varus→Varis,Varus,198
PC Names,Varus→Varis,Varus,1263
PC Names,Varus→Varis,Varus,1880
PC Names,Varus→Varis,Varus,2068
PC Names,Varus→Varis,Varus,2367
PC Names,Varus→Varis,Varus,5138
PC Names,Varus→Varis,Varus,7498
PC Names,Varus→Varis,Varus,10309
PC Names,Varus→Varis,Varus,10403
PC Names,Varus→Varis,Varus,10730
PC Names,Varus→Varis,Varus,10898
PC Names,Varus→Varis,Varus,11052
PC Names,Varus→Varis,Varus,11206
PC Names,Varus→Varis,Varus,11366
PC Names,Varus→Varis,Varus,11495
PC Names,Varus→Varis,Varus,11590
PC Names,Varus→Varis,Varus,11719
PC Names,Varus→Varis,Varus,11850
PC Names,Varus→Varis,Varus,12082
PC Names,Varus→Varis,Varus,12094
PC Names,Varus→Varis,Varus,12118
PC Names,Varus→Varis,Varus,12146
PC Names,Varus→Varis,Varus,12307
PC Names,Varus→Varis,Varus,12653
PC Names,Varus→Varis,Varus,12748
PC Names,Varus→Varis,Varus,12819
PC Names,Varus→Varis,Varus,12903
PC Names,Varus→Varis,Varus,13495
PC Names,Varus→Varis,Varus,13718
PC Names,Varus→Varis,Varus,15605
PC Names,Varus→Varis,Varus,15621
PC Names,Varus→Varis,Varus,15670
PC Names,Varus→Varis,Varus,19484
PC Names,Varus→Varis,Varus,19503
PC Names,Varus→Varis,Varus,19970
PC Names,Varus→Varis,Varus,20166
PC Names,Varus→Varis,Varus,20228
PC Names,Varus→Varis,Varus,20407
PC Names,Varus→Varis,Varus,20780
PC Names,Varus→Varis,Varus,21059
PC Names,Varus→Varis,Varus,21211
PC Names,Varus→Varis,Varus,21404
PC Names,Varus→Varis,Varus,21736
PC Names,Varus→Varis,Varus,21884
PC Names,Varus→Varis,Varus,22146
PC Names,Varus→Varis,Varus,22504
PC Names,Varus→Varis,Varus,22675
PC Names,Varus→Varis,Varus,22705
PC Names,Varus→Varis,Varus,22777
PC Names,Varus→Varis,Varus,22844
PC Names,Varus→Varis,Varus,23032
PC Names,Varus→Varis,Varus,23082
PC Names,Varus→Varis,Varus,23499
PC Names,Varus→Varis,Varus,24664
PC Names,Varus→Varis,Varus,24912
PC Names,Varus→Varis,Varus,25233
PC Names,Varus→Varis,Varus,26309
PC Names,Varus→Varis,Varus,26825
PC Names,Varus→Varis,Varus,26898
PC Names,Varus→Varis,Varus,32029
PC Names,Varus→Varis,Varus,35132
PC Names,Varus→Varis,Varus,35572
PC Names,Varus→Varis,Varus,36230
PC Names,Varus→Varis,Varus,38880
PC Names,Varus→Varis,Varus,39001
PC Names,Varus→Varis,Varus,39409
PC Names,Varus→Varis,Varus,39560
PC Names,Varus→Varis,Varus,39809
PC Names,Varus→Varis,Varus,40116
PC Names,Varus→Varis,Varus,40261
PC Names,Varus→Varis,Varus,40545
PC Names,Varus→Varis,Varus,42827
PC Names,Varus→Varis,Varus,42885
PC Names,Varus→Varis,Varus,42996
PC Names,Varus→Varis,Varus,43387
PC Names,Varus→Varis,Varus,43512
PC Names,Varus→Varis,Varus,43615
PC Names,Varus→Varis,Varus,43671
PC Names,Varus→Varis,Varus,43712
PC Names,Varus→Varis,Varus,43762
PC Names,Varus→Varis,Varus,43807
PC Names,Varus→Varis,Varus,43855
PC Names,Varus→Varis,Varus,43929
PC Names,Varus→Varis,Varus,44061
PC Names,Varus→Varis,Varus,44110
PC Names,Varus→Varis,Varus,44163
PC Names,Varus→Varis,Varus,44222
PC Names,Varus→Varis,Varus,44282
PC Names,Varus→Varis,Varus,44455
PC Names,Varus→Varis,Varus,44565
PC Names,Varus→Varis,Varus,44624
PC Names,Varus→Varis,Varus,44723
PC Names,Varus→Varis,Varus,46665
PC Names,Varus→Varis,Varus,48087
PC Names,Varus→Varis,Varus,53635
PC Names,Varus→Varis,Varus,53750
PC Names,Varus→Varis,Varus,54422
PC Names,Varus→Varis,Varus,55811
PC Names,Varus→Varis,Varus,56503
PC Names,Varus→Varis,Varus,56836
PC Names,Varus→Varis,Varus,58451
PC Names,Varus→Varis,Varus,59066
PC Names,Varus→Varis,Varus,59551
PC Names,Varus→Varis,Varus,59650
PC Names,Varus→Varis,Varus,59699
PC Names,Varus→Varis,Varus,60016
PC Names,Varus→Varis,Varus,60182
PC Names,Varus→Varis,Varus,60271
PC Names,Varus→Varis,Varus,60446
PC Names,Varus→Varis,Varus,60625
PC Names,Varus→Varis,Varus,60678
PC Names,Varus→Varis,Varus,60932
PC Names,Varus→Varis,Varus,61156
PC Names,Varus→Varis,Varus,61327
PC Names,Varus→Varis,Varus,61757
PC Names,Varus→Varis,Varus,61896
PC Names,Varus→Varis,Varus,61999
PC Names,Varus→Varis,Varus,62385
PC Names,Varus→Varis,Varus,64542
PC Names,Varus→Varis,Varus,64601
PC Names,Varus→Varis,Varus,64827
PC Names,Varus→Varis,Varus,64901
PC Names,Varus→Varis,Varus,65347
PC Names,Varus→Varis,Varus,65410
PC Names,Varus→Varis,Varus,65995
PC Names,Varus→Varis,Varus,67519
PC Names,Varus→Varis,Varus,73320
PC Names,Varus→Varis,Varus,73585
PC Names,Varus→Varis,Varus,73644
PC Names,Varus→Varis,Varus,73744
PC Names,Varus→Varis,Varus,73867
PC Names,Varus→Varis,Varus,74120
PC Names,Varus→Varis,Varus,75113
PC Names,Varus→Varis,Varus,75328
PC Names,Varus→Varis,Varus,75652
PC Names,Varus→Varis,Varus,75804
PC Names,Varus→Varis,Varus,77315
PC Names,Varus→Varis,Varus,77593
PC Names,Varus→Varis,Varus,78386
PC Names,Varus→Varis,Varus,78670
PC Names,Varus→Varis,Varus,79038
PC Names,Varus→Varis,Varus,79104
PC Names,Varus→Varis,Varus,79261
PC Names,Varus→Varis,Varus,80225
PC Names,Varus→Varis,Varus,80268
PC Names,Varus→Varis,Varus,80556
PC Names,Varus→Varis,Varus,80799
PC Names,Varus→Varis,Varus,81667
PC Names,Varus→Varis,Varus,81880
PC Names,Varus→Varis,Varus,81981
PC Names,Varus→Varis,Varus,82040
PC Names,Varus→Varis,Varus,82256
PC Names,Varus→Varis,Varus,82552
PC Names,Varus→Varis,Varus,82667
PC Names,Varus→Varis,Varus,82732
PC Names,Varus→Varis,Varus,83022
PC Names,Varus→Varis,Varus,83063
PC Names,Varus→Varis,Varus,83516
PC Names,Varus→Varis,Varus,84023
PC Names,Varus→Varis,Varus,85055
PC Names,Varus→Varis,Varus,85383
PC Names,Varus→Varis,Varus,85806
PC Names,Varus→Varis,Varus,85880
PC Names,Varus→Varis,Varus,86357
PC Names,Varus→Varis,Varus,87075
PC Names,Varus→Varis,Varus,88042
PC Names,Varus→Varis,Varus,92169
PC Names,Varus→Varis,Varus,92881
PC Names,Varus→Varis,Varus,93797
PC Names,Varus→Varis,Varus,95003
PC Names,Varus→Varis,Varus,95102
PC Names,Varus→Varis,Varus,95413
PC Names,Varus→Varis,Varus,95468
PC Names,Varus→Varis,Varus,95590
PC Names,Varus→Varis,Varus,95762
PC Names,Varus→Varis,Varus,95850
PC Names,Varus→Varis,Varus,96074
PC Names,Varus→Varis,Varus,96225
PC Names,Varus→Varis,Varus,97009
PC Names,Varus→Varis,Varus,100192
PC Names,Varus→Varis,Varus,104294
PC Names,Varus→Varis,Varus,104570
PC Names,Varus→Varis,Varus,104816
PC Names,Varus→Varis,Varus,105149
PC Names,Varus→Varis,Varus,105190
PC Names,Varus→Varis,Varus,105641
PC Names,Varus→Varis,Varus,107991
PC Names,Varus→Varis,Varus,108093
PC Names,Varus→Varis,Varus,111904
PC Names,Varus→Varis,Varus,112845
PC Names,Varus→Varis,Varus,112937
PC Names,Varus→Varis,Varus,113174
PC Names,Varus→Varis,Varus,113386
PC Names,Varus→Varis,Varus,113576
PC Names,Varus→Varis,Varus,113800
PC Names,Varus→Varis,Varus,114114
PC Names,Varus→Varis,Varus,114388
PC Names,Varus→Varis,Varus,114634
PC Names,Varus→Varis,Varus,114778
PC Names,Varus→Varis,Varus,115072
PC Names,Varus→Varis,Varus,115175
PC Names,Varus→Varis,Varus,115251
PC Names,Varus→Varis,Varus,115721
PC Names,Varus→Varis,Varus,115820
PC Names,Varus→Varis,Varus,115975
PC Names,Varus→Varis,Varus,116171
PC Names,Varus→Varis,Varus,116198
PC Names,Varus→Varis,Varus,116620
PC Names,Varus→Varis,Varus,116983
PC Names,Varus→Varis,Varus,117948
PC Names,Varus→Varis,Varus,118394
PC Names,Varus→Varis,Varus,118699
PC Names,Varus→Varis,Varus,118740
PC Names,Varus→Varis,Varus,118773
PC Names,Varus→Varis,Varus,118867
PC Names,Varus→Varis,Varus,118929
PC Names,Varus→Varis,Varus,119192
PC Names,Varus→Varis,Varus,119429
PC Names,Varus→Varis,Varus,119773
PC Names,Varus→Varis,Varus,120292
PC Names,Varus→Varis,Varus,120617
PC Names,Varus→Varis,Varus,120754
PC Names,Varus→Varis,Varus,120823
PC Names,Varus→Varis,Varus,121290
PC Names,Varus→Varis,Varus,121418
PC Names,Varus→Varis,Varus,121563
PC Names,Varus→Varis,Varus,121905
PC Names,Varus→Varis,Varus,122044
PC Names,Varus→Varis,Varus,122262
PC Names,Varus→Varis,Varus,124012
PC Names,Varus→Varis,Varus,125868
PC Names,Varus→Varis,Varus,125984
PC Names,Varus→Varis,Varus,126278
PC Names,Varus→Varis,Varus,126626
PC Names,Varus→Varis,Varus,126742
PC Names,Varus→Varis,Varus,127884
PC Names,Varus→Varis,Varus,129244
Guilds,Orzov→Orzhov,Orzov,114452
Guilds,Orzov→Orzhov,Orzov,115120
Guilds,Orzov→Orzhov,Orzov,115225
Guilds,Orzov→Orzhov,Orzov,116396
Guilds,Orzov→Orzhov,Orzov,117180
Guilds,Orzov→Orzhov,Orzov,117299
Guilds,Orzov→Orzhov,Orzov,117836
Guilds,Orzov→Orzhov,Orzov,118062
Planes,Exelon→Ixalan,Exelon,121991
Planes,Exelon→Ixalan,Exelon,122362
PC Names,Ren→Rin, Ren',5049
PC Names,Ren→Rin, Ren?,10645
PC Names,Ren→Rin," Ren,",39439
PC Names,Ren→Rin, Ren ,44649
PC Names,Ren→Rin, Ren ,44667
PC Names,Ren→Rin," Ren,",59576
PC Names,Ren→Rin, Ren ,62654
PC Names,Ren→Rin, Ren ,118631
PC Names,Wren→Rin, Wren ,86305
PC Names,Wren→Rin,"
Wren,",110866
Characters,Raul→Ral, Raul ,120918
Characters,Raska→Vraska, Raska',25544
Characters,Raska→Vraska, Raska',78487
Characters,Raska→Vraska, Raska',98695
